Disease,variable,Symptom
Varicose veins,Symptom_3,bruising
Varicose veins,Symptom_3,bruising
Varicose veins,Symptom_3,bruising
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hypothyroidism,Symptom_3,mood_swings
Hypothyroidism,Symptom_3,mood_swings
Hypothyroidism,Symptom_3,mood_swings
Hypothyroidism,Symptom_3,mood_swings
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,restlessness
Hyperthyroidism,Symptom_3,restlessness
Hyperthyroidism,Symptom_3,restlessness
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,weight_loss
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,sweating
Hypoglycemia,Symptom_3,sweating
Hypoglycemia,Symptom_3,sweating
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,anxiety
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,hip_joint_pain
Osteoarthristis,Symptom_3,hip_joint_pain
Osteoarthristis,Symptom_3,hip_joint_pain
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,knee_pain
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,movement_stiffness
Arthritis,Symptom_3,movement_stiffness
Arthritis,Symptom_3,movement_stiffness
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,swelling_joints
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,spinning_movements
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,spinning_movements
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,spinning_movements
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
Acne,Symptom_3,blackheads
Acne,Symptom_3,blackheads
Acne,Symptom_3,scurring
Acne,Symptom_3,scurring
Acne,Symptom_3,scurring
Acne,Symptom_3,blackheads
Acne,Symptom_3,blackheads
Acne,Symptom_3,blackheads
Acne,Symptom_3,scurring
Acne,Symptom_3,scurring
Urinary tract infection,Symptom_3,foul_smell_of_urine
Urinary tract infection,Symptom_3,foul_smell_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Urinary tract infection,Symptom_3,foul_smell_of_urine
Urinary tract infection,Symptom_3,foul_smell_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,silver_like_dusting
Psoriasis,Symptom_3,silver_like_dusting
Psoriasis,Symptom_3,silver_like_dusting
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,skin_peeling
Impetigo,Symptom_3,blister
Impetigo,Symptom_3,blister
Impetigo,Symptom_3,red_sore_around_nose
Impetigo,Symptom_3,red_sore_around_nose
Impetigo,Symptom_3,red_sore_around_nose
Impetigo,Symptom_3,red_sore_around_nose
Impetigo,Symptom_3,blister
Impetigo,Symptom_3,blister
Impetigo,Symptom_3,blister
Impetigo,Symptom_3,red_sore_around_nose
Fungal infection,Symptom_3,nodal_skin_eruptions
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,nodal_skin_eruptions
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,nodal_skin_eruptions
Fungal infection,Symptom_3,nodal_skin_eruptions
Allergy,Symptom_3,chills
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,chills
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,chills
Allergy,Symptom_3,chills
GERD,Symptom_3,ulcers_on_tongue
GERD,Symptom_3,vomiting
GERD,Symptom_3,vomiting
GERD,Symptom_3,ulcers_on_tongue
GERD,Symptom_3,ulcers_on_tongue
GERD,Symptom_3,ulcers_on_tongue
GERD,Symptom_3,vomiting
GERD,Symptom_3,vomiting
GERD,Symptom_3,vomiting
GERD,Symptom_3,ulcers_on_tongue
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,nausea
Chronic cholestasis,Symptom_3,nausea
Chronic cholestasis,Symptom_3,nausea
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,yellowish_skin
Drug Reaction,Symptom_3,stomach_pain
Drug Reaction,Symptom_3,burning_micturition
Drug Reaction,Symptom_3,burning_micturition
Drug Reaction,Symptom_3,stomach_pain
Drug Reaction,Symptom_3,stomach_pain
Drug Reaction,Symptom_3,burning_micturition
Drug Reaction,Symptom_3,burning_micturition
Drug Reaction,Symptom_3,burning_micturition
Drug Reaction,Symptom_3,stomach_pain
Drug Reaction,Symptom_3,stomach_pain
Peptic ulcer diseae,Symptom_3,abdominal_pain
Peptic ulcer diseae,Symptom_3,abdominal_pain
Peptic ulcer diseae,Symptom_3,abdominal_pain
Peptic ulcer diseae,Symptom_3,abdominal_pain
Peptic ulcer diseae,Symptom_3,abdominal_pain
Peptic ulcer diseae,Symptom_3,loss_of_appetite
Peptic ulcer diseae,Symptom_3,loss_of_appetite
Peptic ulcer diseae,Symptom_3,loss_of_appetite
Peptic ulcer diseae,Symptom_3,loss_of_appetite
Peptic ulcer diseae,Symptom_3,loss_of_appetite
AIDS,Symptom_3,high_fever
AIDS,Symptom_3,extra_marital_contacts
AIDS,Symptom_3,extra_marital_contacts
AIDS,Symptom_3,extra_marital_contacts
AIDS,Symptom_3,high_fever
AIDS,Symptom_3,high_fever
AIDS,Symptom_3,high_fever
AIDS,Symptom_3,extra_marital_contacts
AIDS,Symptom_3,extra_marital_contacts
AIDS,Symptom_3,high_fever
Diabetes,Symptom_3,restlessness
Diabetes,Symptom_3,restlessness
Diabetes,Symptom_3,lethargy
Diabetes,Symptom_3,lethargy
Diabetes,Symptom_3,lethargy
Diabetes,Symptom_3,restlessness
Diabetes,Symptom_3,restlessness
Diabetes,Symptom_3,restlessness
Diabetes,Symptom_3,restlessness
Diabetes,Symptom_3,restlessness
Gastroenteritis,Symptom_3,dehydration
Gastroenteritis,Symptom_3,dehydration
Gastroenteritis,Symptom_3,diarrhoea
Gastroenteritis,Symptom_3,diarrhoea
Gastroenteritis,Symptom_3,diarrhoea
Gastroenteritis,Symptom_3,dehydration
Gastroenteritis,Symptom_3,dehydration
Gastroenteritis,Symptom_3,diarrhoea
Gastroenteritis,Symptom_3,diarrhoea
Gastroenteritis,Symptom_3,diarrhoea
Bronchial Asthma,Symptom_3,high_fever
Bronchial Asthma,Symptom_3,breathlessness
Bronchial Asthma,Symptom_3,breathlessness
Bronchial Asthma,Symptom_3,breathlessness
Bronchial Asthma,Symptom_3,high_fever
Bronchial Asthma,Symptom_3,high_fever
Bronchial Asthma,Symptom_3,high_fever
Bronchial Asthma,Symptom_3,high_fever
Bronchial Asthma,Symptom_3,breathlessness
Bronchial Asthma,Symptom_3,breathlessness
Hypertension,Symptom_3,dizziness
Hypertension,Symptom_3,loss_of_balance
Hypertension,Symptom_3,loss_of_balance
Hypertension,Symptom_3,loss_of_balance
Hypertension,Symptom_3,dizziness
Hypertension,Symptom_3,dizziness
Hypertension,Symptom_3,dizziness
Hypertension,Symptom_3,loss_of_balance
Hypertension,Symptom_3,loss_of_balance
Hypertension,Symptom_3,loss_of_balance
Migraine,Symptom_3,headache
Migraine,Symptom_3,blurred_and_distorted_vision
Migraine,Symptom_3,blurred_and_distorted_vision
Migraine,Symptom_3,blurred_and_distorted_vision
Migraine,Symptom_3,headache
Migraine,Symptom_3,headache
Migraine,Symptom_3,headache
Migraine,Symptom_3,headache
Migraine,Symptom_3,headache
Migraine,Symptom_3,headache
Cervical spondylosis,Symptom_3,neck_pain
Cervical spondylosis,Symptom_3,neck_pain
Cervical spondylosis,Symptom_3,dizziness
Cervical spondylosis,Symptom_3,dizziness
Cervical spondylosis,Symptom_3,dizziness
Cervical spondylosis,Symptom_3,neck_pain
Cervical spondylosis,Symptom_3,neck_pain
Cervical spondylosis,Symptom_3,neck_pain
Cervical spondylosis,Symptom_3,dizziness
Cervical spondylosis,Symptom_3,dizziness
Paralysis (brain hemorrhage),Symptom_3,weakness_of_one_body_side
Paralysis (brain hemorrhage),Symptom_3,weakness_of_one_body_side
Paralysis (brain hemorrhage),Symptom_3,altered_sensorium
Paralysis (brain hemorrhage),Symptom_3,altered_sensorium
Paralysis (brain hemorrhage),Symptom_3,altered_sensorium
Paralysis (brain hemorrhage),Symptom_3,weakness_of_one_body_side
Paralysis (brain hemorrhage),Symptom_3,weakness_of_one_body_side
Paralysis (brain hemorrhage),Symptom_3,altered_sensorium
Paralysis (brain hemorrhage),Symptom_3,altered_sensorium
Paralysis (brain hemorrhage),Symptom_3,altered_sensorium
Jaundice,Symptom_3,fatigue
Jaundice,Symptom_3,fatigue
Jaundice,Symptom_3,weight_loss
Jaundice,Symptom_3,weight_loss
Jaundice,Symptom_3,weight_loss
Jaundice,Symptom_3,fatigue
Jaundice,Symptom_3,fatigue
Jaundice,Symptom_3,fatigue
Jaundice,Symptom_3,fatigue
Jaundice,Symptom_3,fatigue
Malaria,Symptom_3,high_fever
Malaria,Symptom_3,high_fever
Malaria,Symptom_3,high_fever
Malaria,Symptom_3,sweating
Malaria,Symptom_3,sweating
Malaria,Symptom_3,sweating
Malaria,Symptom_3,high_fever
Malaria,Symptom_3,high_fever
Malaria,Symptom_3,high_fever
Malaria,Symptom_3,high_fever
Chicken pox,Symptom_3,fatigue
Chicken pox,Symptom_3,lethargy
Chicken pox,Symptom_3,lethargy
Chicken pox,Symptom_3,lethargy
Chicken pox,Symptom_3,fatigue
Chicken pox,Symptom_3,fatigue
Chicken pox,Symptom_3,fatigue
Chicken pox,Symptom_3,fatigue
Chicken pox,Symptom_3,fatigue
Chicken pox,Symptom_3,fatigue
Dengue,Symptom_3,joint_pain
Dengue,Symptom_3,joint_pain
Dengue,Symptom_3,joint_pain
Dengue,Symptom_3,joint_pain
Dengue,Symptom_3,vomiting
Dengue,Symptom_3,vomiting
Dengue,Symptom_3,vomiting
Dengue,Symptom_3,joint_pain
Dengue,Symptom_3,joint_pain
Dengue,Symptom_3,joint_pain
Typhoid,Symptom_3,fatigue
Typhoid,Symptom_3,fatigue
Typhoid,Symptom_3,fatigue
Typhoid,Symptom_3,fatigue
Typhoid,Symptom_3,fatigue
Typhoid,Symptom_3,fatigue
Typhoid,Symptom_3,fatigue
Typhoid,Symptom_3,fatigue
Typhoid,Symptom_3,fatigue
Typhoid,Symptom_3,high_fever
Hepatitis A,Symptom_3,yellowish_skin
Hepatitis A,Symptom_3,yellowish_skin
Hepatitis A,Symptom_3,dark_urine
Hepatitis A,Symptom_3,dark_urine
Hepatitis A,Symptom_3,dark_urine
Hepatitis A,Symptom_3,yellowish_skin
Hepatitis A,Symptom_3,yellowish_skin
Hepatitis A,Symptom_3,yellowish_skin
Hepatitis A,Symptom_3,yellowish_skin
Hepatitis A,Symptom_3,yellowish_skin
Hepatitis B,Symptom_3,lethargy
Hepatitis B,Symptom_3,lethargy
Hepatitis B,Symptom_3,yellowish_skin
Hepatitis B,Symptom_3,yellowish_skin
Hepatitis B,Symptom_3,yellowish_skin
Hepatitis B,Symptom_3,lethargy
Hepatitis B,Symptom_3,lethargy
Hepatitis B,Symptom_3,lethargy
Hepatitis B,Symptom_3,lethargy
Hepatitis B,Symptom_3,lethargy
Hepatitis C,Symptom_3,nausea
Hepatitis C,Symptom_3,nausea
Hepatitis C,Symptom_3,loss_of_appetite
Hepatitis C,Symptom_3,loss_of_appetite
Hepatitis C,Symptom_3,loss_of_appetite
Hepatitis C,Symptom_3,nausea
Hepatitis C,Symptom_3,nausea
Hepatitis C,Symptom_3,nausea
Hepatitis C,Symptom_3,nausea
Hepatitis C,Symptom_3,nausea
Hepatitis D,Symptom_3,fatigue
Hepatitis D,Symptom_3,yellowish_skin
Hepatitis D,Symptom_3,yellowish_skin
Hepatitis D,Symptom_3,yellowish_skin
Hepatitis D,Symptom_3,fatigue
Hepatitis D,Symptom_3,fatigue
Hepatitis D,Symptom_3,fatigue
Hepatitis D,Symptom_3,fatigue
Hepatitis D,Symptom_3,fatigue
Hepatitis D,Symptom_3,fatigue
Hepatitis E,Symptom_3,fatigue
Hepatitis E,Symptom_3,fatigue
Hepatitis E,Symptom_3,fatigue
Hepatitis E,Symptom_3,high_fever
Hepatitis E,Symptom_3,high_fever
Hepatitis E,Symptom_3,high_fever
Hepatitis E,Symptom_3,fatigue
Hepatitis E,Symptom_3,fatigue
Hepatitis E,Symptom_3,fatigue
Hepatitis E,Symptom_3,fatigue
Alcoholic hepatitis,Symptom_3,abdominal_pain
Alcoholic hepatitis,Symptom_3,abdominal_pain
Alcoholic hepatitis,Symptom_3,swelling_of_stomach
Alcoholic hepatitis,Symptom_3,swelling_of_stomach
Alcoholic hepatitis,Symptom_3,swelling_of_stomach
Alcoholic hepatitis,Symptom_3,abdominal_pain
Alcoholic hepatitis,Symptom_3,abdominal_pain
Alcoholic hepatitis,Symptom_3,abdominal_pain
Alcoholic hepatitis,Symptom_3,abdominal_pain
Alcoholic hepatitis,Symptom_3,abdominal_pain
Tuberculosis,Symptom_3,fatigue
Tuberculosis,Symptom_3,fatigue
Tuberculosis,Symptom_3,weight_loss
Tuberculosis,Symptom_3,weight_loss
Tuberculosis,Symptom_3,weight_loss
Tuberculosis,Symptom_3,fatigue
Tuberculosis,Symptom_3,fatigue
Tuberculosis,Symptom_3,fatigue
Tuberculosis,Symptom_3,fatigue
Tuberculosis,Symptom_3,fatigue
Common Cold,Symptom_3,fatigue
Common Cold,Symptom_3,fatigue
Common Cold,Symptom_3,cough
Common Cold,Symptom_3,cough
Common Cold,Symptom_3,cough
Common Cold,Symptom_3,fatigue
Common Cold,Symptom_3,fatigue
Common Cold,Symptom_3,fatigue
Common Cold,Symptom_3,fatigue
Common Cold,Symptom_3,fatigue
Pneumonia,Symptom_3,cough
Pneumonia,Symptom_3,cough
Pneumonia,Symptom_3,cough
Pneumonia,Symptom_3,high_fever
Pneumonia,Symptom_3,high_fever
Pneumonia,Symptom_3,high_fever
Pneumonia,Symptom_3,cough
Pneumonia,Symptom_3,cough
Pneumonia,Symptom_3,cough
Pneumonia,Symptom_3,cough
Dimorphic hemmorhoids(piles),Symptom_3,pain_in_anal_region
Dimorphic hemmorhoids(piles),Symptom_3,pain_in_anal_region
Dimorphic hemmorhoids(piles),Symptom_3,pain_in_anal_region
Dimorphic hemmorhoids(piles),Symptom_3,bloody_stool
Dimorphic hemmorhoids(piles),Symptom_3,bloody_stool
Dimorphic hemmorhoids(piles),Symptom_3,bloody_stool
Dimorphic hemmorhoids(piles),Symptom_3,pain_in_anal_region
Dimorphic hemmorhoids(piles),Symptom_3,pain_in_anal_region
Dimorphic hemmorhoids(piles),Symptom_3,pain_in_anal_region
Dimorphic hemmorhoids(piles),Symptom_3,pain_in_anal_region
Heart attack,Symptom_3,sweating
Heart attack,Symptom_3,sweating
Heart attack,Symptom_3,chest_pain
Heart attack,Symptom_3,chest_pain
Heart attack,Symptom_3,chest_pain
Heart attack,Symptom_3,sweating
Heart attack,Symptom_3,sweating
Heart attack,Symptom_3,chest_pain
Heart attack,Symptom_3,chest_pain
Heart attack,Symptom_3,chest_pain
Varicose veins,Symptom_3,bruising
Varicose veins,Symptom_3,bruising
Varicose veins,Symptom_3,obesity
Varicose veins,Symptom_3,obesity
Varicose veins,Symptom_3,obesity
Varicose veins,Symptom_3,bruising
Varicose veins,Symptom_3,bruising
Varicose veins,Symptom_3,bruising
Varicose veins,Symptom_3,bruising
Varicose veins,Symptom_3,bruising
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hypothyroidism,Symptom_3,mood_swings
Hypothyroidism,Symptom_3,mood_swings
Hypothyroidism,Symptom_3,mood_swings
Hypothyroidism,Symptom_3,mood_swings
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hypothyroidism,Symptom_3,cold_hands_and_feets
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,restlessness
Hyperthyroidism,Symptom_3,restlessness
Hyperthyroidism,Symptom_3,restlessness
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,weight_loss
Hyperthyroidism,Symptom_3,weight_loss
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,sweating
Hypoglycemia,Symptom_3,sweating
Hypoglycemia,Symptom_3,sweating
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,anxiety
Hypoglycemia,Symptom_3,anxiety
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,hip_joint_pain
Osteoarthristis,Symptom_3,hip_joint_pain
Osteoarthristis,Symptom_3,hip_joint_pain
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,knee_pain
Osteoarthristis,Symptom_3,knee_pain
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,movement_stiffness
Arthritis,Symptom_3,movement_stiffness
Arthritis,Symptom_3,movement_stiffness
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,swelling_joints
Arthritis,Symptom_3,swelling_joints
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,spinning_movements
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,spinning_movements
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,spinning_movements
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
(vertigo) Paroxysmal Positional Vertigo,Symptom_3,nausea
Acne,Symptom_3,blackheads
Acne,Symptom_3,blackheads
Acne,Symptom_3,scurring
Acne,Symptom_3,scurring
Acne,Symptom_3,scurring
Acne,Symptom_3,blackheads
Acne,Symptom_3,blackheads
Acne,Symptom_3,blackheads
Acne,Symptom_3,scurring
Acne,Symptom_3,scurring
Urinary tract infection,Symptom_3,foul_smell_of_urine
Urinary tract infection,Symptom_3,foul_smell_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Urinary tract infection,Symptom_3,foul_smell_of_urine
Urinary tract infection,Symptom_3,foul_smell_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Urinary tract infection,Symptom_3,continuous_feel_of_urine
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,silver_like_dusting
Psoriasis,Symptom_3,silver_like_dusting
Psoriasis,Symptom_3,silver_like_dusting
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,skin_peeling
Psoriasis,Symptom_3,skin_peeling
Impetigo,Symptom_3,blister
Impetigo,Symptom_3,blister
Impetigo,Symptom_3,red_sore_around_nose
Impetigo,Symptom_3,red_sore_around_nose
Impetigo,Symptom_3,red_sore_around_nose
Impetigo,Symptom_3,red_sore_around_nose
Impetigo,Symptom_3,blister
Impetigo,Symptom_3,blister
Impetigo,Symptom_3,blister
Impetigo,Symptom_3,red_sore_around_nose
Fungal infection,Symptom_3,nodal_skin_eruptions
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,nodal_skin_eruptions
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,dischromic_patches
Fungal infection,Symptom_3,nodal_skin_eruptions
Fungal infection,Symptom_3,nodal_skin_eruptions
Allergy,Symptom_3,chills
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,chills
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,watering_from_eyes
Allergy,Symptom_3,chills
Allergy,Symptom_3,chills
GERD,Symptom_3,ulcers_on_tongue
GERD,Symptom_3,vomiting
GERD,Symptom_3,vomiting
GERD,Symptom_3,ulcers_on_tongue
GERD,Symptom_3,ulcers_on_tongue
GERD,Symptom_3,ulcers_on_tongue
GERD,Symptom_3,vomiting
GERD,Symptom_3,vomiting
GERD,Symptom_3,vomiting
GERD,Symptom_3,ulcers_on_tongue
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,nausea
Chronic cholestasis,Symptom_3,nausea
Chronic cholestasis,Symptom_3,nausea
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,yellowish_skin
Chronic cholestasis,Symptom_3,yellowish_skin
Drug Reaction,Symptom_3,stomach_pain
Drug Reaction,Symptom_3,burning_micturition
Drug Reaction,Symptom_3,burning_micturition
Drug Reaction,Symptom_3,stomach_pain
Drug Reaction,Symptom_3,stomach_pain
Drug Reaction,Symptom_3,burning_micturition
Drug Reaction,Symptom_3,burning_micturition
Drug Reaction,Symptom_3,burning_micturition
Drug Reaction,Symptom_3,stomach_pain
Drug Reaction,Symptom_3,stomach_pain
Peptic ulcer diseae,Symptom_3,abdominal_pain
Peptic ulcer diseae,Symptom_3,abdominal_pain
Peptic ulcer diseae,Symptom_3,abdominal_pain
Peptic ulcer diseae,Symptom_3,abdominal_pain
Peptic ulcer diseae,Symptom_3,abdominal_pain
